geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
45.72.74.713.643;1;200;173;27;0;7;0;2;22;7;53;8;10;31;17;24;13;2;4;94;5;20;9;72;0;200;123;77;472;444;0;23;0;0;231;18;0;203.24;13.93;23.77;213.08;39.56;5.6;1.85;2.75;49.76;145.86;0.1;14.16;0;3.2;163.32;101;13;2;126.5;0;14.16;0.9;0;0;0;0;0;694;0;533;270;12;0;0;0;0;0;223;0;3;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2;2;104.83;74.87;0.3;0;0;0;0;1.41;2.18;0.1;0;0.7;0;1.3;3.1;0;0.3;0;0;0;0.2;0;0;0;0.6;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.79;0;974;0;269;0;747;0;51;0;135;0;277;0;44;0;43;0;9;0;7;0;13;0;25;0;5;0;188;0;257;0;0;0;2791;0.1;0;0;76;0;406;0;798;0;353;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;28;23;198;198;38;198;114;1;2;118;111;0;6;0;0;18;6;0;203.36;30.79;126.5;190.67;11.08;23.77;203.36;30.79;5.6;1.85;2.6;40.84;145.86;0.1;13.36;0;3.2;162.52;126.5;0;13.36;0.9;0;0;0;0;0
45.72.74.713.646;1;105;104;1;0;24;0;0;0;0;60;1;1;6;3;1;4;2;3;63;2;0;4;36;0;105;98;7;257;260;0;56;59;0;191;184;0;105.66;9.8;4.4;100.26;13.25;0.45;4.1;0.5;18.3;71.46;4.45;5.45;0.2;0.4;81.96;78;3;1;43.13;0.5;5.45;1;0;0;0;0;0;284;0;333;1100;32;0;0;0;0;0;113;0;0;0;30;0;0;0;0;0;0;0;7;3;0;0;9;0;0;0;0;0;1;1;0;0;0;0;0;0;26;0.2;50.65;47.25;0;0;0;0;0;0.55;0.7;0.5;0.1;0.75;0.05;0.1;0.05;0;0.1;0.05;0.1;0.05;0;0;0;0.05;0.15;0;0;0;0;0;0;0.05;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.9;0;195;0;43;0;204;0;8;0;53;0;155;0;4;0;15;0;2;0;4;0;0;0;7;0;1;0;20;0;3;0;0;0.05;533;1.15;0;0;0;0;158;0;23;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;10;7;96;95;5;95;92;46;3;93;51;1;2;1;0;9;7;0;100.06;13.05;43.13;105.46;9.8;4.4;100.06;13.05;0.45;4.1;0.5;18.1;71.46;4.45;5.45;0.2;0.4;81.96;43.13;0.5;5.45;1;0;0;0;0;0
45.72.74.713.718;1;326;307;19;0;101;3;45;10;6;59;4;8;35;8;22;8;12;5;171;2;27;46;80;3;323;161;165;839;793;0;78;70;0;478;450;0;320.45;81.68;100.45;339.22;34.43;0.58;1.98;4.25;41.24;289.27;3.84;4.87;0;0;297.98;225;19;0;219.92;0;4.87;2;0;0;0;0;0;740;800;939;230;125;0;8;0;8;0;482;0;0;0;139;30;0;0;0;0;0;0;14;0;0;4;0;10;0;1;0;0;0;4;1;0;0;0;0;0;54;0;275.93;279.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0.05;0.15;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.73;0;995;0;124;0;438;0;20;0;252;0;418;0;92;0;28;0;14;0;9;0;7;0;20;0;2;0;269;0;41;0;0;0;2191;3.34;0;0;42;0;283;0.1;678;0;29;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;73;132;326;323;25;323;249;40;0;253;243;0;6;9;0;48;44;0;333.23;29.21;218.92;302.78;70;100.45;333.23;29.21;0.56;1.9;3.65;35.32;289.22;3.82;4.87;0;0;297.91;218.92;0;4.87;1.7;0;0;0;0;0
45.72.74.713.749;1;200;192;8;0;75;4;9;6;0;65;2;7;10;6;9;2;5;0;41;0;26;13;120;78;122;69;131;405;454;0;49;54;0;298;337;0;93.89;9.2;12.68;97.37;15.88;0.07;0.37;0.3;16.62;78.54;0.25;1.96;0;0;80.75;71;7;0;8.4;0;1.96;0;0;0;0;0;0;354;0;269;450;36;0;0;0;0;0;136;0;0;0;54;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;50.93;51.9;0;0;0;0;0;0.05;0.05;0;0;0.2;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.82;0;375;0;24;0;169;0;2;0;82;0;105;0;14;0;2;0;1;0;0;0;0;0;2;0;0;0;37;0;21;0;0;0;409;0;0;0;1;0;133;0;118;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;8;20;180;178;3;178;85;4;0;89;13;0;2;1;0;16;13;0;90.25;9.38;8.4;85.02;7.4;12.63;90.25;9.38;0.07;0.35;0.2;10;78.54;0.25;1.46;0;0;80.25;8.4;0;1.46;0;0;0;0;0;0
45.72.74.713.763;1;192;177;15;0;56;27;26;0;0;45;0;1;8;8;9;11;0;1;123;1;12;5;51;12;180;98;94;507;431;0;2;1;0;230;211;0;189.12;35.45;21.42;175.09;25.78;0.03;2.57;2.58;30.96;125.89;6.49;11.05;0.04;0.66;144.13;129;9;0;80.85;0;12.78;0.7;0.55;0;0;0;0;407;150;573;480;28;0;0;0;0;0;242;0;1;0;65;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;40;0;89.28;88.42;0;0;0;0;0;0.83;0.3;0;0.1;0.5;0;0.25;0.1;0.1;0.33;0;0;0;0.1;0;0;0;0.9;0;0;0;0;0;0;1.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.38;0;621;0;82;0;291;0;38;0;126;0;329;0;35;0;8;0;16;0;6;0;11;0;21;0;0;0;224;0;84;0.1;0;0.01;1089;1.63;0;0;2;0;203;0;189;0;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;189;57;46;190;190;33;190;133;102;8;145;101;0;0;0;0;14;11;0;170.57;22.04;80.85;181.02;31.85;21.4;170.57;22.04;0.03;2.42;2.49;26.98;125.89;6.33;10.67;0.04;0.66;143.59;80.85;0;12.4;0.7;0.55;0;0;0;0
45.72.74.713.767;1;740;601;139;0;234;32;55;21;12;170;13;10;41;21;66;35;19;11;276;5;93;95;271;32;708;162;578;1733;1706;0;225;197;0;1045;995;0;563.21;126.38;121.18;558.01;78.55;4.02;5.42;2.91;90.9;430.12;8.88;23.89;1.4;2.82;467.11;358;18;1;172.7;0;25.49;2.9;0;0;0;0;0;1526;901;1369;740;354;120;8;0;7;0;624;0;4;0;257;0;5;28;0;0;0;0;3;4;1;7;3;8;0;1;15;1;5;3;9;0;0;0;0;0;23;0;296.77;294.91;0;0;0;0;0;0.3;0.28;0.17;0.17;0.07;0;0.36;0;0.06;0.14;0.03;0;0;0.05;0;0;1.44;1.48;0.58;0;0.14;0.03;0;0;3.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.24;0.06;2590;0;275;0.03;1087;0;83;0;562;0;917;0;66;0;32;0;10;0;11;0;25;0;68;0;19;0;431;0;160;0;0;0.14;3504;1.08;0;0;44;0.02;843;0.08;1201;0.05;39;0.02;37;0;5;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.96;1;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;720;114;165;735;732;29;733;362;70;14;392;184;0;8;1;0;46;46;0;526.67;50.53;172.7;500.25;94.18;120.6;526.67;50.53;3.07;4.69;2.71;61;430.04;8.79;22.64;1.4;2.8;465.67;172.7;0;24.04;2.9;0;0;0;0;0
45.72.74.747.035;1;250;238;12;0;129;0;0;0;1;57;1;0;20;4;22;8;7;1;155;2;38;21;34;7;243;83;167;664;563;0;0;0;0;85;0;0;257.1;28.19;26.11;255.02;34.2;0;1.09;1;36.29;209.19;3.55;5.34;0;0.65;218.73;145;8;3;0;0;5.34;0;2.4;0;0;0;0;464;0;446;450;2;0;0;0;3;0;315;0;0;0;95;0;0;0;0;0;1;0;4;6;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;147.71;164.62;0;0;0;0;0;0.08;0.16;0.12;0.02;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0.19;0;0;0.01;0;0;0;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;449;0;66;0;385;0;23;0;123;0;232;0;26;0;3;0;0;0;4;0;6;0;10;0;0;0;66;0;22;0;0;0;1018;2.29;0;0;1;0;126;0;133;0;8;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233;47;39;232;232;5;232;153;76;2;170;0;0;0;0;0;11;0;0;248.57;28.13;0;246.99;24.52;26.1;248.57;28.13;0;0.98;1;30.11;209.19;3.41;5.21;0;0.65;218.46;0;0;5.21;0;2.4;0;0;0;0
45.72.74.747.064;1;262;250;12;0;32;2;7;10;8;110;6;4;14;1;43;17;6;2;135;5;17;7;98;4;258;22;240;557;496;0;0;0;0;187;124;0;545.96;42.18;104;607.78;43.04;0.74;6.7;9.07;59.55;492.72;4.88;13.67;1.6;35.36;548.23;89;122;2;178.84;0;13.72;0.1;0;0;0;0;0;1127;0;601;500;84;0;0;0;4;0;503;0;3;0;97;0;4;0;0;0;0;0;11;9;7;4;10;5;0;0;0;1;0;11;0;0;0;0;0;5;105;5.2;129.58;434.39;0;0;0;0;0;3.46;0.53;0.46;0.01;0.29;0;0.47;0;0;0.26;0.44;0.01;0.21;1.15;0.42;0;0;3.39;1.57;0;0;0;0;0;4.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.95;0;585;0;79;0;431;0;14;0;123;0;181;0;44;0;10;0;2;0;2;0;7;0;10;0;2;0;95;0;24;0;0;0;829;1.83;0;0;4;0;398;0.01;143;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;48;75;262;261;42;261;212;31;60;213;108;0;0;0;0;19;9;0;602.1;37.64;178.84;535.3;37.2;104;602.1;37.64;0.74;6.62;9.07;54.07;492.72;4.88;13.47;1.6;35.36;548.03;178.84;0;13.52;0.1;0;0;0;0;0
45.72.74.747.067;1;264;260;4;0;62;10;42;20;22;36;13;7;8;18;14;5;6;1;142;4;16;15;87;4;260;125;139;638;617;0;31;23;0;435;402;0;219.94;33.7;21.2;207.44;35;0.33;0;0.38;35.71;163.23;3.54;4.96;0;0;171.73;110;14;0;139.13;0;5.01;0;0;0;0;0;0;2157;0;1641;606;36;0;0;0;59;0;250;0;7;0;128;0;9;0;0;0;0;0;1;3;2;0;0;0;0;1;0;1;0;7;0;4;1;0;0;0;82;0;172.55;175.58;0;0;0;0;0;0;0.21;0;0;0.13;0;0.54;0.09;0;0;0.1;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.95;0;1483;0;287;0;571;0;110;0;669;0;359;0;132;0;50;0;21;0;31;0;28;0;104;0;39;0;1820;0;76;0;0;0;3319;0;0;0;32;0;2940;0;472;0;87;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.88;7;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;42;30;257;256;5;257;127;26;0;127;122;0;5;1;0;44;31;0;195.21;22.81;139.13;206.41;32.4;21.2;195.21;22.81;0.33;0;0.38;23.52;163.19;3.54;4.96;0;0;171.69;139.13;0;5.01;0;0;0;0;0;0
45.72.74.747.077;1;36;34;2;0;8;0;4;0;0;2;2;0;2;0;10;4;3;1;0;0;7;27;2;0;36;0;36;65;62;0;0;0;0;0;0;0;23.23;0;0;23.23;1.06;0.15;0.02;0;1.23;14;3;0;0;5;22;1;2;1;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;8.3;7.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;36;35;0;35;4;3;4;4;3;0;0;0;0;0;0;0;22.15;0.1;6.5;22.15;0;0;22.15;0.1;0.03;0.02;0;0.15;14;3;0;0;5;22;6.5;0;0;0;0;0;0;0;0
45.72.74.747.086;1;698;672;26;0;154;37;39;15;77;133;31;27;52;22;72;22;8;9;448;25;36;18;171;53;645;197;501;1606;1582;0;39;0;0;539;69;0;1146.33;107.2;184.53;1223.66;131.57;6.78;29.02;18.9;186.27;967.5;6.35;39.65;5.03;18.86;1037.39;392;200;2;464.13;0.01;61.9;7.88;9.35;0.2;0;0;0;2946;0;3354;1570;342;0;4;0;36;0;1267;0;4;0;562;0;22;0;0;0;0;0;7;19;39;6;39;19;0;0;0;2;6;16;0;3;0;0;0;11;52;3.21;469.89;901.84;0.2;0;0;0;0;7.87;6.73;0.38;0.5;3.85;0.1;1.84;0.32;1.46;0.78;0.5;0.08;0;0;0;0;0.32;0.86;0.48;0;0.65;0.1;0;0;0.4;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.89;0.02;3442;0;384;0;2138;0;95;0;669;0;1399;0;181;0;50;0;39;0;56;0;77;0;71;0;14;0;434;0;213;0;0;0.05;5269;0.67;0;0;95;0;1654;0;2212;0;91;0;183;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;148;167;680;673;100;679;604;75;76;606;434;1;2;0;0;49;11;0;1210.46;118.95;460.63;1124.43;98.5;184.53;1210.46;118.95;6.61;28.81;18.88;173.25;967.39;6.35;39.58;5.03;18.86;1037.21;460.63;0.01;61.23;7.88;9.35;0.2;0;0;0
45.72.74.747.094;1;582;528;54;0;200;67;52;20;8;127;4;6;16;25;26;16;6;9;175;11;78;125;193;51;531;140;442;1294;1201;11;16;5;0;415;287;4;331.04;75.97;49.78;304.85;48.56;0.3;9.22;2.61;60.69;232.53;2.14;8.91;0;0.58;244.16;228;10;2;141.99;0;9.21;0;4.8;0;0;0;0;684;0;461;300;19;0;4;0;0;0;379;0;3;0;135;0;0;0;0;0;0;0;4;6;5;2;0;1;0;0;0;0;0;1;1;0;0;0;0;13;24;0;235.51;239.2;0;0;0;0;0;0.21;0.26;0.22;0;0.02;0;0.12;0;0;0.32;0;0;0;0;0;0;0.1;0.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.17;0;728;0;65;0;549;0;15;0;81;0;286;0;23;0;19;0;204;0;11;0;7;0;5;0;1;0;43;0;31;0;0;0.06;828;0.24;0;0;2;0;290;0.48;682;0;12;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;459;89;191;571;567;14;567;240;36;4;260;167;0;0;0;0;16;12;0;281.72;27.89;141.95;290.15;56.77;48.34;281.72;27.89;0.24;8.17;1.82;38.12;232.47;1.98;8.57;0;0.58;243.6;141.95;0;8.87;0;4.8;0;0;0;0
45.72.74.747.146;1;50;48;2;0;24;0;4;0;5;2;0;2;8;3;2;0;0;0;27;0;8;6;9;1;49;18;32;104;122;0;3;5;0;21;37;0;32.82;0;0;32.82;7.57;0;0;0;7.57;22.81;0.47;1.97;0;0;25.25;15;3;0;19.1;0;1.97;0;1;0;0;0;0;133;0;50;0;19;0;0;0;0;0;34;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.18;23.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;0;16;0;106;0;3;0;16;0;54;0;6;0;7;0;3;0;1;0;0;0;2;0;1;0;61;0;11;0;0;0;351;0.07;0;0;0;0;84;0;252;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;45;45;0;45;18;8;0;19;18;0;0;0;0;1;1;0;30.52;5.28;19.1;30.52;0;0;30.52;5.28;0;0;0;5.28;22.81;0.46;1.97;0;0;25.24;19.1;0;1.97;0;1;0;0;0;0
