geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
50.76.72.209.426;1;482;469;13;0;255;2;11;15;14;61;8;11;24;24;31;12;11;3;190;49;52;77;114;5;477;111;371;1098;1014;0;1;0;0;176;58;0;216.17;58.39;43.99;201.77;30.17;1.03;5.43;0.4;37.03;148.81;13.66;1.7;0;0.57;164.74;201;3;0;86.78;1.07;1.7;0;0;0;0;0;0;1631;4000;706;0;606;300;4;0;1;0;557;28;20;0;571;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.05;36.24;111.77;2.91;19.98;0.05;1.74;0.1;3.93;0.66;1.1;0.4;0.65;1.65;0.05;0.05;0;0.13;0;0.1;0;50.73;1.03;0;0.5;21.29;2.5;0;0;0;3.06;0;95.76;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.85;1748;0;71;2.88;553;2;49;0;257;0.06;765;0;65;0;50;0;64;0;97;0;20;0;14;0;10;0.02;84;0;2;0;0;0.05;110;0.41;0;0.05;40;0;2;4.88;1851;0.05;309;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;60;88;463;462;5;462;202;62;4;214;163;2;0;0;0;4;0;0;184.51;16.81;86.49;180.63;40.06;43.94;184.51;16.81;0.21;2.77;0.37;20.16;148.75;13.57;1.46;0;0.57;164.35;86.49;1.07;1.46;0;0;0;0;0;0
50.76.72.209.494;1;309;296;13;0;122;10;15;10;10;33;6;9;22;12;32;17;11;0;195;2;34;15;63;9;300;104;205;735;715;0;4;0;0;235;11;0;256.32;72.54;91.27;275.05;22.15;0.16;5.51;3.99;31.81;232.73;6.29;4.01;0;0.21;243.24;218;9;1;95.78;0;4.71;1.6;0;0;0;0;0;1363;0;463;55;400;80;0;0;16;0;343;0;0;0;356;0;6;0;0;0;1;0;1;5;6;0;1;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0.32;121.98;116.11;6.99;14.88;0.08;5.65;0;2.24;0.11;0.1;0;0.3;4.84;0.34;0.21;0;0;3.52;0.33;0;64.23;0.68;0;0;18.4;3.04;0;0;0;5.71;0;144.83;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0;0;0;3.61;0;0.08;0.6;938;0;21;0.6;737;1.5;50;0;239;0;539;0;178;0;44;0;17;0;43;0;44;0;20;0;10;0;83;0;11;0;0;0;13;0.59;0;0;11;0;0;3;2733;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;301;76;152;304;304;11;304;227;57;5;234;118;0;0;0;0;11;0;0;270.73;18.21;95.38;236.72;57.14;91.15;270.73;18.21;0.16;5.26;3.99;27.62;232.67;6.24;3.99;0;0.21;243.11;95.38;0;4.69;1.6;0;0;0;0;0
50.76.72.209.497;1;493;483;10;0;295;2;11;11;2;56;4;9;20;17;41;17;7;1;407;4;30;6;46;12;481;126;367;1170;1088;0;4;1;0;295;307;0;404.43;90.88;143.42;456.97;35.14;0.32;4.44;0.31;40.21;409.87;5.4;1.31;0.02;0.16;416.76;376;19;1;354.68;2.07;1.35;0.08;0;0.08;0;0;0;1732;178;1109;0;475;0;0;0;0;0;540;30;74;0;724;30;3;0;0;0;0;0;4;27;10;3;22;0;0;4;0;0;0;2;1;0;0;0;0;1;1;39.32;260.78;119.69;9.05;1.68;3.79;4.9;1.02;9.49;0.49;0.21;0;0.82;15.13;0.15;0.5;0;0;5.46;0;0.9;266.61;10.96;0.05;0.25;74.83;3.98;0;0.23;1.06;99.24;6.69;341.96;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;1.33;0.96;1325;0;67;0.6;194;1.64;72;0;1135;0;424;0;748;0;68;0;42;0;59;0;49;0;34;0;41;0;72;0;2;0;0;0;116;0;0;0;26;0;0;3;521;0;6;0;64;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;483;126;266;488;482;8;483;402;20;5;404;391;3;0;0;0;26;26;0;450.49;29.49;353.27;360.31;53.06;143.24;450.49;29.49;0.28;4.02;0.26;34.05;409.69;5.4;1.17;0.02;0.16;416.44;353.27;2.07;1.17;0.08;0;0.08;0;0;0
50.76.72.209.602;1;193;183;10;0;83;0;21;0;0;27;2;0;10;10;16;18;0;6;148;2;25;14;4;1;192;96;97;407;397;0;20;14;0;240;259;0;212.95;93.45;45.2;164.7;15.38;0.2;2.87;0.55;19;135.54;9.86;0.25;0;0.05;145.7;138;7;0;108.84;0;0.25;0;0;0;0;0;0;554;3080;244;0;159;0;0;0;15;0;224;70;3;0;316;0;0;0;0;0;10;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88.57;48.14;1.22;7.54;0;9;0;0.21;0;0.05;0;0;1.08;0.17;0;0;0;0;0;0;77.04;0;0;0;1.99;0;0;0.9;0.02;24.92;0.4;95.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.36;0;0;1.05;616;0.01;27;0.4;482;0.41;69;0;150;0;153;0;46;0;79;0;8;0;5;0;17;0;7;0;3;0;21;0;6;0;0;0;69;1.73;0;0;3;0;0;2.48;1489;0;5;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;30;0;0;0;0;0;0;0;0;1.21;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;61;83;192;191;11;191;140;58;1;154;134;0;1;0;0;13;14;0;162.1;12.99;108.81;200.68;83.61;45.03;162.1;12.99;0.15;2.84;0.55;16.53;135.48;9.79;0.25;0;0.05;145.57;108.81;0;0.25;0;0;0;0;0;0
50.76.72.209.679;1;594;586;8;0;375;6;15;4;5;63;7;16;26;13;28;17;13;6;404;7;33;33;117;9;585;260;334;1273;1169;1;75;0;0;386;0;1;392.03;98.97;145.39;438.45;61.55;1.07;2.67;0.71;66;341.87;18.91;9.08;2.12;0.47;372.45;416;5;1;258.16;0.07;9.08;2.3;0;0.15;0;0;0;2379;500;1777;0;562;0;56;0;22;0;742;0;27;0;871;0;28;0;0;0;0;0;6;8;13;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;49.07;96.81;246.22;41.05;22.85;4.8;20.01;0.43;10.92;7.29;3.1;10.75;4.69;16.24;5.94;2.37;3.15;7.76;1.65;0.23;2.08;91.26;17.12;0.3;1.64;24.26;2.99;0;0;0.41;13.82;0;316.13;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;0;2.14;3.93;4067;0;268;1.1;1261;4.19;800;0.33;1474;0;1006;0;196;0;130;0;101;0;76;0;94;0;67;0;20;0.13;211;0;56;0;0;0;347;0.01;0;0;38;0;22;10.39;2976;0;9;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;549;97;231;578;546;4;547;403;97;4;427;388;1;0;0;0;6;0;0;423.14;48.29;258.16;354.92;77.17;145.39;423.14;48.29;0.27;2.63;0.48;51.67;341.87;18.91;8.1;2.12;0.47;371.47;258.16;0.07;8.1;2.3;0;0.15;0;0;0
50.76.72.209.685;1;314;312;2;0;84;9;32;16;3;58;12;12;18;10;20;19;20;1;221;14;32;16;31;53;261;134;180;730;731;6;2;0;0;315;163;0;230.3;70.56;106.62;266.36;18.69;0.12;1.21;0.16;20.18;235.63;7.05;2.67;0;0.83;246.18;230;9;1;273.01;0;2.84;0.12;0;0;0;0;0;2021;0;1131;0;473;0;0;0;0;0;321;80;24;0;238;0;8;0;0;0;0;0;0;8;3;0;7;0;0;0;0;0;0;3;0;0;0;0;0;5;0;56.7;156.77;100.93;8.73;23.96;0.24;0.72;0.28;12.48;4.07;1.5;0.18;2.24;10.75;2.28;0.12;0;0.07;0.74;1.25;0.28;68.3;9.7;0;0.67;18.24;1.37;0;0.05;0.38;6.4;0;125.2;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.11;1.81;1.51;1.04;1314;0.03;78;0;192;0;66;0;138;0;241;0;7;0;16;0;23;0;16;0;19;0;14;0;8;0;37;0;3;0;0;0;71;0.52;0;0;0;0;3;4.46;1168;0.3;136;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;47;160;312;289;6;290;236;35;5;243;224;0;0;0;0;14;8;0;261.34;14.32;273.01;187.04;31.89;106.19;261.34;14.32;0.12;1.13;0.16;15.73;235.59;7.05;2.14;0;0.83;245.61;273.01;0;2.31;0.12;0;0;0;0;0
50.76.72.209.733;1;259;257;2;0;91;39;54;34;3;15;2;0;1;1;1;4;8;6;130;0;17;9;103;10;249;97;162;632;582;2;5;4;0;264;7;2;246.32;105.63;35.64;176.33;18.9;3.28;2.03;0.21;24.42;145.17;3.99;2.75;0;0;151.91;152;3;1;105.14;0.36;3.05;0;0;0;0;0;0;769;0;122;0;48;0;0;0;0;0;378;0;0;0;146;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.86;91.14;46.11;7.83;3.18;0;12.17;0;0.6;0;0;0;0;0.15;0;0;0;0;0;0.1;0.66;97.68;0.95;0;0;0.3;0;0;0;0.8;18.49;0.85;133.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.36;0;0;0.67;452;0;7;0;49;0;3;0;716;0;108;0;7;0;9;0;8;0;5;0;7;0;4;0;0;0.15;389;0;0;0;0;0;2;0.05;0;0;0;0;0;1.34;1431;0.1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;73;67;255;253;2;255;159;56;0;160;147;2;0;0;0;5;2;0;168.84;12.95;105.14;182.17;48.97;35.64;168.84;12.95;2.56;1.37;0.11;16.99;145.13;3.99;2.73;0;0;151.85;105.14;0.36;3.03;0;0;0;0;0;0
50.76.72.209.775;1;756;739;17;0;361;9;45;20;10;76;13;10;56;35;50;45;20;6;532;12;81;73;58;15;741;243;513;1704;1638;0;211;2;0;274;0;0;692.7;187.33;160.73;666.1;67.25;0.28;7.01;1.94;76.48;557.72;17.12;13.05;0.73;1;589.62;503;15;4;315.53;0;13.46;1.41;1.93;0;0;0;0;2486;103;1511;65;364;0;12;0;17;0;779;0;47;0;683;0;22;60;0;0;3;0;3;25;19;1;21;0;0;0;0;4;0;8;0;0;0;0;0;2;0;11.55;59.2;362.29;54.08;12.31;5.72;27.67;0.32;15.24;1.45;7.08;0.15;5.48;20.77;1.74;2.01;4.19;0.18;0.35;3.56;1.57;136.27;20.73;0.16;1.12;40.03;7.5;0;0.1;0.06;15.93;0;402.66;2.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.07;27.27;8.29;3.57;4195;0;153;2.57;1983;2.17;358;0;839;0.14;1611;1.3;301;0;172;0;134;0;98;0;149;0;41;0;70;0;178;0;13;0;0;0.23;1054;1.72;0;0;9;0;22;7.07;3349;0;24;0.06;74;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;10;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;724;178;282;725;723;14;723;514;121;10;531;440;0;3;0;0;19;0;0;649.71;52.09;314;625.08;136.1;160.73;649.71;52.09;0.24;6.18;1.74;60.25;557.71;17;13.02;0.73;1;589.46;314;0;13.43;1.41;1.93;0;0;0;0
50.76.72.218.031;1;691;658;33;0;327;3;53;7;8;79;13;15;33;40;43;31;15;24;524;1;62;52;52;0;691;153;538;1368;1272;0;28;33;0;477;631;0;743.93;237.33;198;704.6;59.96;1.6;4.91;1.22;67.69;616.94;12.65;6.96;0;0.36;636.91;485;31;1;476.6;0.9;7.14;0.25;0;0;0;0;0;3685;0;1538;0;678;0;0;0;0;0;750;0;57;0;772;0;0;0;0;0;0;0;9;20;44;0;2;0;78;1;1194;3;31;0;2;48;1;0;0;34;147;26.58;273.23;274.89;93.48;12.45;16.01;16.4;2.06;22.3;16.08;4.41;3.86;2.23;30.77;1.91;4.13;4.74;2.93;12.42;1.42;0.52;244.51;80.73;1.35;1.16;147.03;30.1;0.08;0.05;0.3;1;0;456.38;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.66;2013;0;854;1.07;442;2.82;358;0.16;383;0.01;258;0;247;0;110;0.01;40;0;48;0;54;0;43;0;630;0.06;237;0.02;8;0;0;0;89;1.52;0;0;18;0;18;5.43;2476;0;16;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;681;168;260;688;672;9;676;513;68;2;521;445;2;2;4;0;31;34;0;692.37;48.66;474.61;681.35;186.84;197.86;692.37;48.66;1.53;4.58;0.98;55.75;616.91;12.65;6.7;0;0.36;636.62;474.61;0.9;6.88;0.25;0;0;0;0;0
50.76.72.218.083;1;396;387;9;0;249;0;20;17;10;29;8;8;6;13;22;11;2;1;274;1;15;31;75;8;388;148;248;930;840;6;48;44;0;356;338;2;300.19;92.19;92.89;300.89;37.75;1.21;2.87;0;41.83;250.97;6.41;1.11;0;0.57;259.06;242;10;0;207.74;0;1.27;0;0;0;0;0;0;1420;0;777;0;536;60;0;0;3;0;403;0;5;0;591;0;0;0;0;0;1;0;8;15;29;3;10;2;0;0;225;0;54;16;0;2;0;0;0;0;0;86.57;91.69;118.09;44.98;10.53;1.06;18.52;0;0.13;0.5;0;0.66;0;9.39;1.95;0.88;0.14;0.08;3.4;0;0;85.43;6.95;0;0.91;10.89;0.93;0;0.8;0.61;0;0;226.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33;0;0;0;0;0;0;0;0;0;8.8;0.18;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52;776;0;18;0.39;283;1.21;155;0.01;170;0.1;251;0;58;0;25;0;23;0;21;0;16;0;6;0;11;0;48;0;6;0;0;0;91;0.24;0;0;6;0.16;39;1.87;1199;0;9;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;81;148;384;376;0;378;249;24;2;252;233;0;1;0;0;27;21;0;289.69;27.83;207.74;257.96;60.66;92.39;289.69;27.83;0.57;2.31;0;30.71;250.97;6.41;1.03;0;0.57;258.98;207.74;0;1.03;0;0;0;0;0;0
50.76.72.218.085;1;697;666;31;0;127;35;48;95;66;114;54;37;21;35;24;17;17;7;285;123;48;74;167;29;668;237;460;1557;1452;0;56;42;0;517;528;0;348.03;49.93;112.38;410.48;62.03;0.39;0.87;0.97;64.26;323.62;17.63;2.16;0;2.81;346.22;381;11;0;253.2;1.04;2.36;0;0;0;0;0;0;2915;0;1261;0;499;60;0;0;2;0;564;0;10;0;784;0;0;0;0;0;0;0;4;2;7;7;7;8;206;2;703;9;138;8;0;120;0;0;0;15;0;38.9;171.96;87.33;69.35;0.2;6.88;21.06;0;2.8;9.42;0.9;0.32;1.12;28.99;6.62;8.76;7.74;0;1.24;5.5;5.59;40.2;29.63;1.05;0.2;44.23;13.95;0;0;1.24;7.35;0;246.16;0.39;0;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0;0;0;0;0;0;0.56;0;0;0;0;31.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.16;2584;0.03;105;1.02;1291;3.44;780;0;287;0.09;363;0.14;126;0.05;86;0;38;0;38;0.02;264;0.03;23;0.01;10;0.35;298;0.01;47;0;0;0.06;146;0.72;0;0;12;0;0;3.01;4176;0.55;232;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;78;214;662;629;8;630;379;224;2;488;357;3;2;0;0;17;16;0;392.31;45.98;252.17;317.15;37.2;112.36;392.31;45.98;0.34;0.87;0.85;48.04;323.6;15.74;2.12;0;2.81;344.27;252.17;1.04;2.32;0;0;0;0;0;0
50.76.72.218.169;1;1813;1768;45;0;555;131;138;138;81;216;64;37;77;88;113;84;30;61;852;102;199;245;415;27;1786;535;1278;3907;3804;53;134;93;0;721;768;12;1267.94;504.47;385.68;1149.15;175.94;6.18;4.9;5.5;192.52;897.02;41.4;17.25;0.1;0.86;956.63;829;39;2;664.82;4.52;17.87;97.18;0;0.4;0;0;0;5581;0;2719;60;944;220;53;0;105;320;1330;0;50;0;1754;0;34;0;0;0;3;0;15;48;36;5;15;0;580;45;1635;57;274;33;0;204;21;0;0;10;2;30.23;638;297.8;79.99;13.56;22.33;81.52;0;4.32;5.26;1.99;0.45;0.84;55.79;6.3;0.56;0.52;0.06;17.6;0.2;0.83;398.74;140.61;1.4;1.32;127.62;6.06;0;0;0.02;5.07;0.66;718.24;6.27;0;0.33;0;0;0;0;0;0;0;0;0;0;1.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.57;0;0;0;0;1.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61.02;1.04;0;12.14;5159;0.03;311;1.26;1397;4.16;1425;0.37;1160;0.02;702;0.02;330;0;228;0;80;0;119;0;110;0;50;0;38;0;394;0;11;0;0;0.35;294;15.22;0;0;30;0.01;122;9.25;4537;0;657;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1710;314;514;1725;1691;30;1695;835;144;2;899;714;3;8;4;0;36;39;0;1077;110.67;664.35;986.02;294.7;385.68;1077;110.67;2.13;4.12;5.07;121.99;896.92;41.14;15.99;0.1;0.86;955.01;664.35;4.51;16.61;97.18;0;0.4;0;0;0
